,title,brand,colour,connectivityTechnology,specialFeature,movementDetectionTechnology,numberOfItems,price,weight,country
66,"Logitech B100 Wired USB Mouse, 3 yr Warranty, 800 DPI Optical Tracking, Ambidextrous PC/Mac/Laptop - Black       ",Logitech,Black,,optical,Optical,,269.,109 g ,China 
67,"HP X1000 Wired USB Mouse with 3 Handy Buttons, Fast-Moving Scroll Wheel and Optical Sensor works on most Surfaces (H2C21AA, Black/Grey)       ",HP,Black/Grey,USB,Wired,Optical,,349.,90 g ,China 
68,"ZEBRONICS Zeb-Velocity Type C Optical Mouse with High Precision,4 Buttons and Type C Interface       ",ZEBRONICS,,USB,,Optical,,299.,78 g ,China 
69,"Ant Esports GM80 USB RGB Wired 6 Programmable Buttons, 3200 DPI Adjustable, Optical Gamer Gaming Mice Gaming Mouse with Multicolour LED Lights - Black       ",Ant Esports,Black,,"Lightweight, LED Lights",Optical,,327.,100 g ,China 
70,"RPM Euro Games USB Wireless Gaming Mouse Rechargeable 500 mAh Battery DPI Upto 3200 6 Color RGB Lights Rubber Coated Mice, Black       ",RPM Euro Games,Black,USB,"Wireless, Rechargeable, Soundless, LED Lights, Water Resistant",Optical,,649.,96 g ,China 
71,Zebronics Zeb-Shine Wireless Optical Mouse (Black)       ,ZEBRONICS,Black,,Wireless,Optical,,329.,190 g ,China 
72,Dell MS3320W-Black Dual Connectivity 3-Button Bluetooth 5.0 & Wireless 2.4Ghz Mouse with 3 Years Advance Exchange Warranty & 36M Battery Life.       ,Dell,Black,wireless,"Wireless, Bluetooth, Optical",Optical,,"1,299.",160 g ,China 
73,"Amkette Hush Pro Acura 2.4 Ghz Silent Switch Wireless Mouse with Ergonomic Design, High Precision 3 DPI Settings, Smart Auto Sleep Function and Mouse On/Off Switch (Grey)       ",Amkette,Grey,,"Wireless, Soundless, Ergonomic Design",Optical,,331.,50 g ,China 
74,Razer DeathAdder Essential Wired Gaming Mouse I Single-Color Green Lighting I 6400DPI Optical Sensor- Black - RZ01-03850100-R3M1       ,,,,,,,"1,349.",134 g ,China 
75,"Logitech Pebble M350 Wireless Mouse with Bluetooth or USB - Silent, Slim Computer Mouse with Quiet Click for Laptop, Notebook, PC and Mac - Graphite       ",Logitech,Graphite,,"Wireless, Portable, Soundless",Optical,,"1,594.",100 g ,China 
76,"HP 150 Wireless USB Mouse with Ergonomic and ambidextrous Design, 1600 DPI Optical Tracking, 2.4 GHz Wireless connectivity, Dual-Function Scroll Wheel and 12 Month Long Battery Life. 3-Years Warranty.       ",HP,Black,USB,"Wireless, Ergonomic Design",Optical,,449.,50 g ,China 
77,"HP Wired Mouse 100 with 1600 DPI Optical Sensor, USB Plug-and -Play,ambidextrous Design, Built-in Scrolling and 3 Handy Buttons. 3-Years Warranty (6VY96AA)       ",HP,Black,wired,"Wired, Optical",Optical,,349.,90 g ,China 
78,"Amkette Hush Pro Acura 2.4 Ghz Silent Switch Wireless Mouse with Ergonomic Design, High Precision 3 DPI Settings, Smart Auto Sleep Function and Mouse On/Off Switch (Black)       ",Amkette,Black,,"Wireless, Soundless, Ergonomic Design",Optical,,349.,50 g ,China 
79,"Lenovo 130 Wireless Compact Mouse, 1K DPI Optical sensor, 2.4GHz Wireless NanoUSB, 10m range, 3button(left,right,scroll) upto 3M left/right clicks, 10 month battery, Ambidextrous, Ergonomic GY51C12380       ",Lenovo,Black,USB,"Wireless, Ergonomic Design",Optical,,499.,82 g ,China 
80,"Verilux® Wireless Mouse Rechargeable, Upgraded Ultra Slim 2.4G Silent Cordless Mouse Computer Mice 1600 DPI with USB Receiver for Laptop PC Mac MacBook, Windows (Black+Battery Level Visible)       ",Verilux,Black+Battery Level Visible,,"Wireless, Soundless, Rechargeable",Optical,,749.,122 g ,China 
81,"Ambrane SliQ Wireless Optical Mouse with 2.4GHz, USB Nano Dongle, 3 Keys with Silent Clicks, 1200 DPI, Comfortable Grip (Orchid Purple)       ",Ambrane,Purple,,"Wireless, Portable, Lightweight, Soundless",Optical,,299.,55 g ,China 
82,"Logitech Pebble M350 Wireless Mouse with Bluetooth or USB - Silent, Slim Computer Mouse with Quiet Click for Laptop, Notebook, PC and Mac - Off White       ",Logitech,Off White,,"Wireless, Portable, Soundless",Optical,,"1,595.",100 g ,China 
83,"Logitech Signature M650 L Full Size Wireless Mouse - for Large Sized Hands, 2-Year Battery, Silent Clicks, Customisable Side Buttons, Bluetooth, Multi-Device Compatibility - Graphite       ",Logitech,Graphite,,"Wireless, Ergonomic Design",,,"2,795.",111 g ,China 
84,"Logitech MX Master 2S Wireless Mouse, Multi-Device, Bluetooth or 2.4GHz Wireless with USB Unifying Receiver, 4000 DPI Any Surface Tracking, 7 Buttons, Fast Rechargeable, Laptop/PC/Mac/iPad OS - Black       ",Logitech,Graphite,,"Wireless, Rechargeable",,,"5,995.",145 g ,China 
85,"Amazon Basics Wireless Mouse, 2.4 GHz with USB Nano Receiver, Optical Tracking, for PC/ Mac/ Laptop/ Tablet (Black)       ",Amazon Basics,Black,USB,Wireless,Optical,,529.,68 g ,Hong Kong 
86,"HP X200 Wireless Mouse with 2.4 GHz Wireless connectivity, Adjustable DPI up to 1600, ambidextrous Design, and 18-Month Long Battery Life. 3-Years Warranty (6VY95AA)       ",HP,Black,,"Wireless, Optical",Optical,,699.,60 g ,China 
87,"Logitech M221 Wireless Mouse, Silent Buttons, 2.4 GHz with USB Mini Receiver, 1000 DPI Optical Tracking, 18-Month Battery Life, Ambidextrous PC/Mac/Laptop - Charcoal Grey       ",Logitech,CHARCOAL,,"Wireless, Optical",Optical,,699.,77 g ,China 
88,"Logitech B100 Wired USB Mouse, 3 yr Warranty, 800 DPI Optical Tracking, Ambidextrous PC/Mac/Laptop - Black       ",Logitech,Black,,optical,Optical,,269.,109 g ,China 
89,"HP X1000 Wired USB Mouse with 3 Handy Buttons, Fast-Moving Scroll Wheel and Optical Sensor works on most Surfaces (H2C21AA, Black/Grey)       ",HP,Black/Grey,USB,wired,Optical,,349.,90 g ,China 
90,Ant Esports GM270W Optical Wired Gaming Mouse with 7 Programmable Buttons and 3200 Adjustable DPI - Black - USB       ,Ant Esports,B,,"Ergonomic Design, LED Lights",Optical,,399.,340 g ,China 
91,"Logitech M221 Wireless Mouse, Silent Buttons, 2.4 GHz with USB Mini Receiver, 1000 DPI Optical Tracking, 18-Month Battery Life, Ambidextrous PC/Mac/Laptop - Blue       ",Logitech,BLUE,,"Wireless, Optical",Optical,,749.,77 g ,China 
92,Dell MS5120W-Black Pro Wireless Dual Connectivity Mouse (Bluetooth 5.0/Wireless 2.4G) with Programmable Button and 3Y Advance Exchange Warranty .       ,Dell,Black,,Wireless,Optical,,"1,529.",160 g ,India 
93,"Logitech B100 Wired USB Mouse, 3 yr Warranty, 800 DPI Optical Tracking, Ambidextrous PC/Mac/Laptop - Black       ",Logitech,Black,,Optical,Optical,,269.,109 g ,China 
94,"HP X1000 Wired USB Mouse with 3 Handy Buttons, Fast-Moving Scroll Wheel and Optical Sensor works on most Surfaces (H2C21AA, Black/Grey)       ",HP,Black/Grey,USB,wired,Optical,,349.,90 g ,China 
95,"HP 150 Wireless USB Mouse with Ergonomic and ambidextrous Design, 1600 DPI Optical Tracking, 2.4 GHz Wireless connectivity, Dual-Function Scroll Wheel and 12 Month Long Battery Life. 3-Years Warranty.       ",HP,Black,USB,"Wireless, Ergonomic Design",Optical,,449.,50 g ,China 
96,"HP X200 Wireless Mouse with 2.4 GHz Wireless connectivity, Adjustable DPI up to 1600, ambidextrous Design, and 18-Month Long Battery Life. 3-Years Warranty (6VY95AA)       ",HP,Black,,"Wireless, Optical",Optical,,699.,60 g ,China 
97,"HP Wired Mouse 100 with 1600 DPI Optical Sensor, USB Plug-and -Play,ambidextrous Design, Built-in Scrolling and 3 Handy Buttons. 3-Years Warranty (6VY96AA)       ",HP,Black,Wired,"Wired, Optical",Optical,,349.,90 g ,China 
98,HP Z3700 Wireless Optical Mouse with USB Receiver and 2.4GHz Wireless Connection/ 1200DPI / 16 Months Long Battery Life /Ambidextrous and Slim Design (Modern Gold)       ,HP,Modern Gold,,Charging Port,Optical,,899.,50 g ,China 
99,"Lenovo 300 Wireless Compact Mouse, 1000 DPI Optical sensor, 2.4GHz Wireless Nano USB, 10m range, 3-button(left,right,scroll) upto 3M left/right clicks & 1yr battery, Ambidextrous, Ergonomic GX30K79401       ",Lenovo,Black,USB,"Wireless, Laser",Laser,,789.,60 g ,China 
100,"Logitech M221 Wireless Mouse, Silent Buttons, 2.4 GHz with USB Mini Receiver, 1000 DPI Optical Tracking, 18-Month Battery Life, Ambidextrous PC/Mac/Laptop - White       ",Logitech,OFFWHITE,,"Wireless, Soundless",Optical,,749.,75 g ,China 
101,"Offbeat® - DASH 2.4GHz Wireless + Bluetooth 5.1 Mouse, Multi-Device Dual Mode Slim Rechargeable Silent Click Buttons Wireless Bluetooth Mouse, 3 Adjustable DPI, Works on 2 devices at the same time with a switch button for Windows/Mac/Android/Ipad/Smart TV       ",Offbeat,Black,,"Wireless, Portable, Soundless, Ergonomic Design, Rechargeable, LED Lights",Optical,,"1,099.",105 g ,China 
102,"ZEBRONICS Cozy 6 Button Vertical USB Gaming Mouse with 3200 DPI max, 1.8m Braided Cable, LED Lights, high Resolution Sensor, Rubber Finish, Ergonomic Design and Plug Play Usage       ",,,,,,,,,
103,"HP 150 Wireless USB Mouse with Ergonomic and ambidextrous Design, 1600 DPI Optical Tracking, 2.4 GHz Wireless connectivity, Dual-Function Scroll Wheel and 12 Month Long Battery Life. 3-Years Warranty.       ",HP,Black,USB,"Wireless, Ergonomic Design",Optical,,449.,50 g ,China 
104,"HP Wired Mouse 100 with 1600 DPI Optical Sensor, USB Plug-and -Play,ambidextrous Design, Built-in Scrolling and 3 Handy Buttons. 3-Years Warranty (6VY96AA)       ",HP,Black,wired,"Wired, Optical",Optical,,349.,90 g ,China 
105,"Logitech M350 Pebble Wireless Mouse with Bluetooth or 2.4 GHz Receiver, Silent, Slim Computer Mouse with Quiet Clicks for Laptop, Notebook, iPad, PC and Mac - Sand       ",Logitech,Sand,,"Wireless, Portable, Soundless",Optical,,"1,595.",100 g ,China 
106,"ASUS TUF Gaming M3 Optical USB RGB Gaming Mouse Featuring A 7000 DPI Optical Sensor, 7 Programmable Buttons, 4-Level DPI Switch and Aura Sync RGB Lighting       ",ASUS,,USB,"Lightweight, Ergonomic Design",Optical,,"1,249.",84 g ,China 
107,"Dell 570-AAMH WM126 USB Optical LED 3-Button Mouse, Black       ",Dell,BLACK,,Wireless,Optical,,799.,30 g ,China 
108,"Lenovo 530 Wireless Mouse (Graphite): Ambidextrous, Ergonomic Mouse, Up to 8 Million clicks for Left and Right Buttons, Optical Sensor 1200 DPI, 2.4 GHz Wireless Technology via Nano USB Receiver       ",Lenovo,Graphite Grey,,"Wireless, Portable, Lightweight, Ergonomic Design",Optical,,949.,65 g ,China 
109,"Apple Magic Mouse (for Bluetooth-Enabled Mac with OS X 10.11 or Later, iPad with iPadOS 13.4 or Later)       ",Apple,White,"Bluetooth, USB","Wireless, Rechargeable",,,"6,799.",,
110,Coconut WM12 Rechargeable Wireless Mouse with RGB LED Backlit Silent Click (Black Color) 1600 DPI Ergonomic Mouse for Laptop pc Computer Gaming & Work       ,Coconut,Black,,"Wireless, Ergonomic",Optical,,599.,70 g ,China 
111,Dell MS116 USB Optical Mouse (Black)       ,,,,,,,,,
112,Dell MS116 USB Optical Mouse (Black)       ,,,,,,,,,
113,HP Z3700 Wireless Optical Mouse with USB Receiver and 2.4GHz Wireless Connection/ 1200DPI / 16 Months Long Battery Life /Ambidextrous and Slim Design (Black)       ,HP,Black,,"Wireless, Optical",Optical,,"1,099.",50 g ,China 
114,"HP X200 Wireless Mouse with 2.4 GHz Wireless connectivity, Adjustable DPI up to 1600, ambidextrous Design, and 18-Month Long Battery Life. 3-Years Warranty (6VY95AA)       ",HP,Black,,"Wireless, Optical",Optical,,699.,60 g ,China 
115,"Amazon Basics Wireless Mouse | 2.4 GHz Connection, 1600 DPI | Type - C Adapter | Upto 12 Months of Battery Life | Ambidextrous Design | Suitable for PC/Mac/Laptop       ",Amazon Basics,Black,USB,"Wireless, Lightweight, Ergonomic Design",Optical,,499.,115 g ,India 
116,"Logitech B100 Wired USB Mouse, 3 yr Warranty, 800 DPI Optical Tracking, Ambidextrous PC/Mac/Laptop - Black       ",Logitech,Black,,optical,Optical,,269.,109 g ,China 
